,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2020 Honda Accord Sport 1.5T,"12,688","Santa Rosa, CA 95407",4.5, Gasoline,29,35, FWD, 1.5L I4 16V GDI DOHC Turbo, Platinum White Pearl, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$25,500"
1, 2017 Hyundai Elantra Limited,"21,461","Santa Rosa, CA 95407",5, Gasoline,28,37, FWD, 2.0L I4 16V GDI DOHC, Symphony Silver, Graphite, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$17,998"
2, 2015 Lexus ES 350 350,"81,957","Santa Rosa, CA 95407",4.5, Gasoline,21,31, FWD, 3.5L V6 24V MPFI DOHC, Obsidian Black, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,500"
3, 2016 Honda Civic LX-P,"34,283","Santa Rosa, CA 95407",4.5, Gasoline,30,41, FWD, 2.0L I4 16V MPFI DOHC, Taffeta White, Black / Ivory, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$16,500"
4, 2019 Mercedes-Benz GLC 300 Base,"28,414","Santa Rosa, CA 95407",5, Gasoline,22,27, RWD, 2.0L I4 16V GDI DOHC Turbo, White, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$29,998"
5, 2015 Honda Accord Touring,"64,546","Santa Rosa, CA 95407",4.5, Gasoline,21,34, FWD, 3.5L V6 24V MPFI SOHC, Crystal Black Pearl, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$18,000"
6, 2018 Mercedes-Benz C 300,"10,033","Santa Rosa, CA 95407",5, Gasoline,24,33, RWD, 2.0L I4 16V GDI DOHC Turbo, White, Brown, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$26,998"
7, 2020 Honda Odyssey EX-L,"5,424","Santa Rosa, CA 95407",4.5, Gasoline,19,28, FWD, 3.5L V6 24V GDI SOHC, Platinum White Pearl, Beige, 10-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$34,000"
8, 2011 Honda Odyssey EX-L,"134,899","Santa Rosa, CA 95407",4.5, Gasoline,18,27, FWD, 3.5L V6 24V MPFI SOHC, Celestial Blue Metallic, Gray, 5-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$12,000"
9, 2015 BMW i3 Base,"48,485","Santa Rosa, CA 95404",4.2, Electric,137,111, RWD, Electric, White, Gray, 1-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$15,990"
10, 2018 Mercedes-Benz C 300,"17,443","Santa Rosa, CA 95407",5, Gasoline,24,33, RWD, 2.0L I4 16V GDI DOHC Turbo, Black, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$27,998"
