,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 GMC Yukon Denali,"54,999","Santa Rosa, CA 95407",4.5, Gasoline,14,22, 4WD, 6.2L V8 16V GDI OHV, Iridium Metallic, Cocoa, 10-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$53,000"
1, 2021 Volvo XC60 Recharge Plug-In Hybrid T8 Inscription,10,"Santa Rosa, CA 95407",4.3, Hybrid,-1,-1, AWD, 2.0L I4 16V GDI DOHC Hybrid, Denim Blue,-1, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$70,910"
2, 2021 Volvo XC60 T6 Inscription,10,"Santa Rosa, CA 95407",4.3, Gasoline,20,27, AWD, 2.0L I4 16V GDI DOHC, Denim Blue,-1, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$58,205"
3, 2018 Jaguar XE 25t Premium,"10,675","Santa Rosa, CA 95404",3.6, Gasoline,24,34, RWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Gray,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$25,880"
4, 2021 Chevrolet Bolt EV Premier,6,"Sonoma, CA 95476",5, Electric,127,108, FWD, Electric, Silver Ice Metallic, Dark Galvanized Gray, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$33,785"
5, 2021 Chevrolet Equinox 1LT,10,"Sonoma, CA 95476",5, Gasoline,26,31, FWD, 1.5L I4 16V GDI DOHC Turbo, Mosaic Black Metallic, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$30,154"
6, 2021 Honda CR-V EX-L,3,"Napa, CA 94559",4.3, Gasoline,28,34, FWD, 1.5L I4 16V GDI DOHC Turbo, Radiant Red Metallic, Gray, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$30,785"
7, 2021 Honda CR-V EX-L,1,"Napa, CA 94559",4.3, Gasoline,28,34, FWD, 1.5L I4 16V GDI DOHC Turbo, Radiant Red Metallic, Gray, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$30,785"
8, 2021 Honda HR-V EX,4,"Napa, CA 94559",4.3, Gasoline,28,34, FWD, 1.8L I4 16V MPFI SOHC, Midnight Amethyst Metallic, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$23,793"
9, 2021 Honda Accord Sport SE,3,"Napa, CA 94559",4.3, Gasoline,29,35, FWD, 1.5L I4 16V GDI DOHC Turbo, Platinum White Pearl, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$28,800"
10, 2021 Nissan Altima 2.5 SV,6,"Vallejo, CA 94590",5, Gasoline,27,37, FWD, 2.5L I4 16V GDI DOHC, Gun Metallic, Charcoal, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$26,735"
11, 2015 Chevrolet Colorado Z71,"72,405","Vallejo, CA 94590",5, Gasoline,17,24, 4WD, 3.6L V6 24V GDI DOHC, Summit White, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Stability Control']","$27,990"
12, 2017 RAM 1500 Sport,"27,155","Vallejo, CA 94590",5, Gasoline,16,23, 4WD, 5.7L V8 16V MPFI OHV, Sublime Clearcoat Metallic, Black / Lime, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$42,990"
13,Certified 2021 Toyota Corolla LE,"5,576","San Rafael, CA 94901",4.9, Gasoline,30,38, FWD, 1.8L I4 16V MPFI DOHC, Barcelona Red Metallic, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$19,900"
14, 2021 Toyota 4Runner SR5 Premium,3,"San Rafael, CA 94901",4.9, Gasoline,16,19, 4WD, 4.0L V6 24V MPFI DOHC, Nautical Blue, Graphite, 5-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$44,259"
15, 2018 Chevrolet Bolt EV Premier,"12,274","Vallejo, CA 94590",4.2, Electric,128,110, FWD, Electric, Gray, Light Ash Gray, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$21,990"
16, 2016 Scion iM Base,"41,036","Vallejo, CA 94590",4.2, Gasoline,27,36, FWD, 1.8L I4 16V MPFI DOHC, Blue,-1,-1,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$15,990"
17, 2015 Dodge Charger SE,"89,615","Vallejo, CA 94591",4.7, Gasoline,19,31, RWD, 3.6L V6 24V MPFI DOHC, Granite Crystal Clearcoat Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$17,692"
18, 2020 Cadillac XT6 Premium Luxury AWD,5,"Vallejo, CA 94591",5, Gasoline,17,24, AWD, 3.6L V6 24V GDI DOHC, Satin Steel Metallic, Jet Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$62,090"
19, 2017 Mercedes-Benz GLE 350 Base,"31,080","Fairfield, CA 94533",2.7, Gasoline,18,23, RWD, 3.5L V6 24V GDI DOHC, Blue, Tan, 7-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$30,998"
20, 2018 Mercedes-Benz GLA 250 Base 4MATIC,"29,643","Fairfield, CA 94533",2.7, E85 Flex Fuel,23,31, AWD, 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, Black, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$25,998"
21, 2013 Toyota Venza LE,"91,665","Lakeport, CA 95453",4.9, Gasoline,19,26, FWD, 3.5L V6 24V MPFI DOHC, Blue, Black, 6-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$17,500"
22, 2017 Audi A8 L 3.0T,"56,854","Richmond, CA 94805",3.7, Gasoline,19,29, AWD, 3.0L V6 24V GDI DOHC Supercharged, Florett Silver Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$33,998"
23, 2016 Volkswagen Jetta 1.4T S,"89,554","Vacaville, CA 95687",3.7, Gasoline,28,39, FWD, 1.4L I4 16V GDI DOHC Turbo, Pure White, Black, 6-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$9,881"
24, 2018 RAM 2500 Tradesman,"36,327","Vacaville, CA 95687",3.7, Diesel,-1,-1, 4WD, 6.7L I6 24V DDI OHV Turbo Diesel, Granite Crystal Clearcoat Metallic, Diesel Gray / Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$54,981"
25, 2019 INFINITI Q50 3.0t Red Sport 400,"36,366","Vacaville, CA 95687",4.6, Gasoline,20,26, RWD, 3.0L V6 24V GDI DOHC Twin Turbo, Graphite Shadow, Graphite, 7-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$34,990"
26, 2021 Nissan Murano S,6,"Vacaville, CA 95687",4.8, Gasoline,20,28, AWD, 3.5L V6 24V MPFI DOHC, Brilliant Silver Metallic, Graphite, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning']","$30,031"
27, 2020 Nissan Murano S,10,"Vacaville, CA 95687",4.8, Gasoline,20,28, AWD, 3.5L V6 24V MPFI DOHC, Brilliant Silver Metallic, Graphite, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,695"
28, 2021 Ford Ranger XLT,7,"Dixon, CA 95620",4.8, Gasoline,21,26, RWD, EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT, Shadow Black Metallic, Ebony, 10-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$34,785"
29, 2021 Ford Ranger XLT,5,"Dixon, CA 95620",4.8, Gasoline,21,26, RWD, EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT, Shadow Black, Ebony, 10-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$33,505"
30, 2021 BMW X1 xDrive28i,"1,883","San Francisco, CA 94103",2.3, Gasoline,23,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Phytonic Blue Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$39,995"
