,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2011 Toyota Sequoia Platinum,"128,000","KCMO, MO 64116",4.9, Gasoline,13,18, 4WD, 5.7L V8 32V MPFI DOHC, Black, Sand Beige, 6-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$24,997"
1, 2015 Chevrolet Tahoe LT,"112,239","KCMO, MO 64116",4.9, Gasoline,16,22, 4WD, 5.3L V8 16V GDI OHV, Black, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$28,997"
2, 2018 Lincoln MKX Reserve,"26,268","Kansas City, MO 64118",4.6, Gasoline,17,25, FWD, 3.7L V6 24V MPFI DOHC, White Platinum, Cappuccino, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$33,800"
3,Certified 2019 Chevrolet Tahoe Premier,"11,684","Merriam, KS 66202",4.3, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Siren Red Tintcoat, Cocoa / Dune, Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$58,977"
4, 2006 Acura TL,"170,507","Merriam, KS 66203",2, Gasoline,20,29, FWD, 3.2L V6 24V MPFI SOHC, White, Quartz, 5-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$6,997"
5, 2018 Audi Q7 3.0T Prestige,"64,575","Merriam, KS 66202",4.2, Gasoline,19,25, AWD, 3.0L V6 24V GDI DOHC Supercharged, Night Black, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$39,977"
6, 2018 Alfa Romeo Stelvio Ti,"41,448","Gladstone, MO 64118",3.9, Gasoline,22,28, AWD, 2.0L I4 16V GDI SOHC Turbo, Alfa White, Red, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$27,966"
7, 2017 BMW X1 xDrive 28i,"46,452","Shawnee, KS 66203",3.5, Gasoline,22,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Glacier Silver Metallic, Oyster, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$24,777"
8, 2018 Audi Q7 3.0T Prestige,"69,881","Merriam, KS 66202",4.2, Gasoline,19,25, AWD, 3.0L V6 24V GDI DOHC Supercharged, Graphite Gray Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$40,900"
9, 2018 BMW 320 i xDrive,"13,959","Merriam, KS 66202",4.2, Gasoline,23,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Alpine White, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$28,900"
10, 2020 Audi Q3 2.0T Prestige,"16,461","Shawnee, KS 66203",3.5, Gasoline,19,27, AWD, 2.0L I4 16V GDI DOHC Turbo, Mythos Black Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$36,777"
11, 2019 Mercedes-Benz C 300 4MATIC,"14,242","Merriam, KS 66202",4.2, Gasoline,21,29, AWD, 2.0L I4 16V GDI DOHC Turbo, Lunar Blue Metallic, Silk Beige / Black, 9-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$47,977"
12, 2017 BMW 750 i,"58,162","Shawnee, KS 66203",3.5, Gasoline,17,26, RWD, 4.4L V8 32V GDI DOHC Twin Turbo, Black Sapphire Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$44,575"
13,Certified 2018 Toyota Highlander Limited Platinum,"44,355","Merriam, KS 66203",4.6, Gasoline,20,26, AWD, 3.5L V6 24V PDI DOHC, Midnight Black Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$36,991"
14, 2010 Porsche Panamera 4S,"57,344","Overland Park, KS 66204",4.2, Gasoline,16,24, AWD, 4.8L V8 32V GDI DOHC, Black, Black, 7-Speed Automatic with Auto-Shift,-1,"['Brake Assist', 'Stability Control']","$31,950"
15, 1999 Jaguar XK8,"102,470","Overland Park, KS 66204",4.2, Gasoline,17,24, RWD, 4.0L V8 32V MPFI DOHC, Gold, Tan, 5-Speed Automatic,-1,-1,"$8,950"
16, 2009 Mercedes-Benz ML 350 4MATIC,"142,559","Overland Park, KS 66204",4.2, Gasoline,15,20, AWD, 3.5L V6 24V MPFI DOHC, Black, Tan, 7-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$9,950"
17, 2018 INFINITI QX60 Base,"68,628","Overland Park, KS 66204",4.2, Gasoline,19,26, AWD, 3.5L V6 24V MPFI DOHC, Black, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$26,950"
18, 2018 Honda CR-V EX-L,"80,957","Overland Park, KS 66204",4.8, Gasoline,27,33, AWD, 1.5L I4 16V GDI DOHC Turbo, Obsidian Blue Pearl, Ivory, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$23,920"
