,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2000 Porsche Boxster,"76,800","Lakewood, CO 80214",4, Gasoline,20,28, RWD, 2.7L H6 24V MPFI DOHC, Black, Black, 5-Speed Manual,-1,-1,"$8,997"
1, 2017 Chevrolet Traverse 1LT,"61,194","Denver, CO 80246",4.9, Gasoline,15,22, AWD, 3.6L V6 24V GDI DOHC, Summit White, Ebony, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$19,999"
2, 2015 Chevrolet Express 2500 Cargo,"192,559","Denver, CO 80210",2.8, Gasoline,11,17, RWD, 6.0L V8 16V MPFI OHV, White, Gray, 6-Speed Automatic,-1,['Stability Control'],"$12,347"
3, 2018 Mercedes-Benz C 300,"20,437","Denver, CO 80202",4.2, Gasoline,24,33, RWD, 2.0L I4 16V GDI DOHC Turbo, White, Beige, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$27,990"
4, 2009 Toyota Venza,"69,668","Denver, CO 80202",4.2, Gasoline,18,25, AWD, 3.5L V6 24V MPFI DOHC, White, Beige, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$15,590"
5, 2020 Cadillac XT6 Premium Luxury AWD,"8,648","Denver, CO 80202",4.2, Gasoline,17,24, AWD, 3.6L V6 24V GDI DOHC, Black, Dark Auburn, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$53,590"
6, 2018 Chevrolet Impala 1LT,"51,762","Denver, CO 80202",4.2, Gasoline,22,30, FWD, 2.5L I4 16V GDI DOHC, Silver, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,590"
7, 2020 Dodge Durango GT,"26,829","Denver, CO 80202",4.2, Gasoline,18,25, AWD, 3.6L V6 24V MPFI DOHC, Black, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$32,990"
8, 2019 Mercedes-Benz SLC 300 Base,"18,735","Denver, CO 80205",3.6, Gasoline,23,32, RWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Iridium Silver Metallic,-1, Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$42,250"
9, 2018 Genesis G80 3.8L,"41,828","Denver, CO 80205",3.6, Gasoline,19,27, RWD, Regular Unleaded V-6 3.8 L/231, Himalayan Gray,-1, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,499"
10, 2018 Audi A3 e-tron 1.4T Premium,"26,115","Denver, CO 80202",4.2, Hybrid,-1,-1, FWD, 1.4L I4 16V GDI DOHC Turbo Hybrid, Mythos Black Metallic, Black, 6-Speed Automatic with Auto-Shift,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$26,590"
11, 2017 Buick Envision Preferred,"22,880","Denver, CO 80202",4.2, E85 Flex Fuel,22,29, FWD, 2.5L I4 16V GDI DOHC Flexible Fuel, Black, Beige, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$19,990"
12, 2014 Mercedes-Benz CLA 250,"41,376","Denver, CO 80202",4.2, Gasoline,26,38, FWD, 2.0L I4 16V GDI SOHC Turbo, Black, Beige, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$22,990"
13, 2018 Toyota Camry Hybrid LE,"64,367","Denver, CO 80202",4.2, Hybrid,51,53, FWD, 2.5L I4 16V PDI DOHC Hybrid, White, Beige, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$18,590"
14, 2017 Land Rover Range Rover 5.0L Supercharged,"50,429","Denver, CO 80202",4.2, Gasoline,14,19, 4WD, 5.0L V8 32V GDI DOHC Supercharged, Scotia Grey, Almond / Espresso / Ivory, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$62,990"
15, 2019 Nissan Frontier SV,"35,098","Denver, CO 80205",3.6, Gasoline,16,23, RWD, Regular Unleaded V-6 4.0 L/241, Magnetic Black Pearl, Steel, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Stability Control']","$23,099"
16, 2018 Audi S5 3.0T Premium Plus,"17,467","Denver, CO 80202",4.2, Gasoline,21,30, AWD, 3.0L V6 24V GDI DOHC Turbo, Navarra Blue Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$42,590"
17, 2015 Chevrolet Spark EV 2LT,"45,855","Denver, CO 80202",4.2, Electric,128,109, FWD, Electric, Black, Gray, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$10,990"
18, 2020 Ford F-150 XL,"14,444","Denver, CO 80202",4.2, Gasoline,20,26, 4WD, 3.5L V6 24V PDI DOHC Twin Turbo, White, Gray, Automatic,-1,"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$38,590"
19, 2018 BMW X6 xDrive35i,"23,725","Denver, CO 80202",4.2, Gasoline,18,24, AWD, 3.0L I6 24V GDI DOHC Turbo, White, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$48,590"
20, 2011 Mercedes-Benz E 350,"86,026","Denver, CO 80202",4.2, Gasoline,17,24, RWD, 3.5L V6 24V MPFI DOHC, Silver, Black, 7-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$16,590"
21, 2018 Mercedes-Benz E 300,"11,798","Denver, CO 80205",3.6, Gasoline,22,30, RWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Blue,-1, Automatic,['Premium Sound System'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$38,999"
22, 2019 Audi Q8 3.0T Premium,"7,218","Denver, CO 80202",4.2, Gasoline,17,22, AWD, 3.0L V6 24V GDI DOHC Turbo, Carrara White, Pando Gray, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$61,590"
