,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Toyota RAV4 XLE,"28,864","Brooklyn, NY 11210",3.5, Gasoline,22,28, AWD, 2.5L I4 16V MPFI DOHC, Electric Storm Blue, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$22,636"
1, 2018 Honda Accord Touring,"24,499","Brooklyn, NY 11210",3.5, Gasoline,29,35, FWD, 1.5L I4 16V GDI DOHC Turbo, Blue,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$24,734"
2, 2015 BMW X6 M Base,"53,895","queens, NY 11385",4.3, Gasoline,14,19, AWD, 4.4L V8 32V GDI DOHC Twin Turbo, Blue, Mugello Red, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$47,995"
3, 2015 Acura RDX Base,"46,137","Woodside, NY 11377",4.6, Gasoline,19,27, AWD, 3.5L V6 24V MPFI SOHC, Graphite Luster Metallic, Ebony, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$19,000"
4,Certified 2020 Acura TLX Technology,"9,334","Woodside, NY 11377",4.6, Gasoline,23,334, FWD, 2.4L I4 16V GDI DOHC, Majestic Black Pearl, Ebony, 8-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$29,500"
5, 2018 Nissan Rogue SV,"43,244","Woodside, NY 11377",3.9, Gasoline,25,32, AWD, 2.5L I4 16V MPFI DOHC, Magnetic Black, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$11,489"
6,Certified 2018 Mercedes-Benz GLA 250 Base 4MATIC,"11,456","Long Island City, NY 11101",4.8, E85 Flex Fuel,23,31, AWD, 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, Mountain Gray Metallic, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$28,641"
7, 2018 Toyota RAV4 XLE,"24,215","Jackson Heights, NY 11372",3.9, Gasoline,22,28, AWD, 2.5L I4 16V MPFI DOHC, White, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$21,900"
8, 2018 Acura TLX V6 w/Technology Package,"46,387","Jamaica, NY 11419",3.4, Gasoline,20,324, FWD, 3.5L V6 24V GDI SOHC, Black, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$19,990"
9, 2015 Mercedes-Benz C 300 4MATIC,"51,571","Richmond Hill, NY 11419",2, Gasoline,24,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Black, Red, 7-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$23,900"
10, 2017 Land Rover Range Rover Evoque SE Premium,"36,337","Jamaica, NY 11419",3.4, Gasoline,21,29, 4WD, 2.0L I4 16V GDI DOHC Turbo, Fuji White, Ebony / Ebony, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$26,595"
11, 2017 Subaru Outback 2.5i Limited,"42,219","Jamaica, NY 11419",3.4, Gasoline,25,32, AWD, 2.5L H4 16V MPFI DOHC, Crystal Black Silica, Black, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$17,988"
12, 2018 Porsche Macan S,"37,297","New York, NY 10019",4.6, Gasoline,17,23, AWD, 3.0L V6 24V GDI DOHC Twin Turbo, Sl, Agate Grey, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$50,995"
13, 2017 Nissan Maxima 3.5 SL,"36,088","Jersey City, NJ 07305",4.3, Gasoline,21,30, FWD, 3.5L V6 24V MPFI DOHC, Gun Metallic, Charcoal, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$21,900"
14, 2013 Mercedes-Benz S 550 4MATIC,"59,619","Jersey City, NJ 07306",4.6, Gasoline,15,24, AWD, 4.7L V8 32V GDI DOHC Twin Turbo, Diamond White Metallic, Cashmere / Savanna, 7-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$26,470"
15,Certified 2018 Honda CR-V Touring,"14,434","Jersey City, NJ 07305",4.6, Gasoline,27,33, AWD, 1.5L I4 16V GDI DOHC Turbo, Red,-1, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$26,595"
16,Certified 2017 Honda Accord EX-L,"13,581","Staten Island, NY 10305",4.5, Gasoline,26,34, FWD, 2.4L I4 16V GDI DOHC, Crystal Black Pearl,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$18,991"
17,Certified 2017 Mercedes-Benz GLS 450 Base 4MATIC,"33,865","Bayside, NY 11361",4.9, Gasoline,19,22, AWD, 3.0L V6 24V GDI DOHC Twin Turbo, White, Ginger, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$48,981"
18,Certified 2016 Nissan Pathfinder SV,"69,876","Inwood, NY 11096",2.9, Gasoline,19,26, 4WD, Regular Unleaded V-6 3.5 L/213, Magnetic Black Metallic, Charcoal, Variable,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$12,995"
19, 2018 BMW 440 i xDrive,"57,422","Valley Stream, NY 11580",5, Gasoline,21,31, AWD, 3.0L I6 24V GDI DOHC Turbo, Black Sapphire Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$28,990"
